left_out_block,n_cells_left_out,converged,strong_beta,strong_odds_ratio,strong_ci_low,strong_ci_high
260028,23,True,1.7934316189334083,6.010041291163458,4.543640096834266,7.949704543424638
260029,4,True,1.7945735540516916,6.016908288462634,4.548730626138572,7.958964451254684
270003,15,True,1.7940626487631024,6.013835003342764,4.546590316691858,7.954578910409841
270004,25,True,1.8301115017881482,6.234581786787558,4.695376885064206,8.278357841686145
270005,25,True,1.7940748309783023,6.013908265621199,4.546628963570618,7.954705105055188
270006,25,True,1.7940508458519357,6.013764023001336,4.546510953442073,7.954529988972122
270007,25,True,1.7943737775214972,6.0157063714636685,4.547900086138379,7.957237947678051
270008,25,True,1.794695066968247,6.017639464960207,4.549290679514931,7.9599188711563444
270009,25,True,1.7939416106092416,6.0131071439066055,4.546019317349633,7.953652415445683
270010,25,True,1.7946288208524477,6.01724083292343,4.549003184275516,7.959367310745792
270011,25,True,1.793156646372583,6.008388921907476,4.542585703421393,7.94717805977993
270012,25,True,1.7959931128632505,6.025455708989567,4.554962837529395,7.970672384384884
270013,25,True,1.7952507986884927,6.020984587501148,4.551710653868469,7.964534250900992
270014,25,True,1.7963054200572577,6.02733779603402,4.55634247819821,7.9732375433433935
270015,25,True,1.7955446529275456,6.022754139327876,4.5530084837366065,7.966944834906554
270016,25,True,1.7951355633167847,6.020290797079525,4.551221802095909,7.963554152581522
270017,25,True,1.794006230949484,6.01349572549116,4.546248397242592,7.954279590713446
270018,25,True,1.7954607434899097,6.022248794616918,4.552644539550978,7.966244724180012
270019,25,True,1.7943058155642926,6.015297546177137,4.547552983155249,7.956763715139633
270020,25,True,1.7969055635912945,6.03095614949688,4.55904447898804,7.978082303164483
270021,25,True,1.794979046171525,6.019348592087874,4.550517546640543,7.962293761468793
270022,24,True,1.7942763919305162,6.015120556868929,4.547411299835084,7.956543388758202
270023,25,True,1.7933842075395352,6.009756353483309,4.543445964831279,7.9492904081614215
270024,25,True,1.7933437096141371,6.009512975747025,4.5432533298873246,7.948983599065016
270025,25,True,1.7929095961247496,6.006904731277619,4.541315223148907,7.945474532733686
270026,25,True,1.7928633817006787,6.0066271320496085,4.541095951969192,7.94512379502332
270027,25,True,1.7928072283603083,6.0062898493416474,4.540834774467382,7.944688487049389
270028,23,True,1.792964872985315,6.007236783290191,4.541524690593192,7.945986475700781
270029,11,True,1.7938196864132838,6.012374045345011,4.5453444533728975,7.952893786589493
280003,23,True,1.7938796928714569,6.012734837441504,4.545779387411889,7.9530872803675985
280004,25,True,1.794053920189707,6.013782511371639,4.546527595920666,7.954549781360316
280005,25,True,1.7943636598693933,6.0156455069473465,4.547858639244562,7.957149448969445
280006,25,True,1.7953408679344336,6.021526917466025,4.552096198222998,7.9652944135763715
280007,25,True,1.7932753562330894,6.009102219255141,4.543121517833211,7.948127590185825
280008,25,True,1.7935774003426457,6.01091750731892,4.54442432007903,7.950650453161194
280009,25,True,1.7942387083517726,6.01489388987061,4.547291235246933,7.956153814379159
280010,25,True,1.794545242111111,6.016737940524144,4.548627142579216,7.958694856755291
280011,25,True,1.7955486381962968,6.022778141669572,4.553022097066314,7.966984514998384
280012,25,True,1.7944761938182021,6.016322509383041,4.548319827375836,7.958133532969363
280013,25,True,1.7947751611840947,6.018121462376752,4.5496339193631306,7.9605934406673216
280014,25,True,1.7933497371100007,6.009549198170793,4.543357866131189,7.948896527490139
280015,25,True,1.793306689353407,6.00929050612777,4.543159266547345,7.9485596406310846
280016,24,True,1.792992966901518,6.0074055524676755,4.541766654368248,7.946009607761182
280017,25,True,1.7939364066435468,6.0130758519847305,4.545914208112292,7.9537535348112645
